,X_CCF,Y_CCF,Z_CCF
951,-28706.751063566873,-69949.38295099173,-288194.62143209326
952,-27844.93845096852,-68957.96090492529,-293896.2984819175
953,-27109.15363309709,-67959.2708995992,-299609.6092333561
954,-26413.361692288163,-66954.69349972956,-305306.913586002
955,-25849.740267217327,-65963.27651665815,-311018.02375104884
956,-25349.6082946518,-64979.498206556935,-316720.9138219358
957,-24937.68587014232,-64014.65573754068,-322424.0863670553
958,-24649.28219673146,-63092.843915354584,-328141.1856168546
959,-24445.781886937206,-62208.410285477345,-333860.41452585795
960,-24315.93121931299,-61361.897881993624,-339578.9992228492
961,-24234.858141183307,-60541.09372065651,-345287.8138256088
962,-24254.6013488209,-59788.73226171586,-351010.5758868447
963,-24360.922671486165,-59107.81314638138,-356745.6698410462
964,-24503.528867343037,-58461.136015892764,-362471.67615429265
965,-24701.004480201274,-57870.2014636036,-368199.80923402065
966,-24971.74708835903,-57367.8688910292,-373946.35697366955
967,-25263.336918883593,-56897.71830395917,-379682.49714697036
968,-25586.730842966495,-56476.56207401205,-385417.15568310267
969,-25946.28334126691,-56120.094451662386,-391158.83132848644
970,-26338.04674860931,-55836.42060330437,-396912.7898177995
971,-26738.56001302152,-55583.29031900649,-402658.04930167197
972,-27159.41744669136,-55403.841034832396,-408419.0865947709
973,-27584.271139993878,-55263.119544438116,-414178.7219953399
974,-28009.968549605386,-55152.22091464507,-419932.9380316544
975,-28435.921463378603,-55075.183206295704,-425685.1352143546
976,-28856.739590618163,-55068.115422030714,-431461.4063623785
977,-29270.118930993747,-55071.5562695567,-437225.19159459934
978,-29676.444427853712,-55094.40260463637,-442982.773392509
979,-30079.85633333025,-55126.824583355694,-448726.17947670846
980,-30474.007028050204,-55186.84656511978,-454470.64731441834
981,-30860.337804543968,-55266.78531378071,-460210.85724526836
982,-31245.5826589152,-55357.70208696738,-465937.0417906491
983,-31611.222557060348,-55479.21603483279,-471673.50018542795
984,-31979.441689002408,-55608.062227988834,-477390.91815565346
985,-32354.160813101364,-55746.95449135841,-483086.76093163947
986,-32681.427865546706,-55922.35239559112,-488817.8901251686
987,-33023.21847854839,-56101.8266889703,-494516.8868045896
988,-33327.719281605234,-56302.39536135858,-500235.9123504971
989,-33599.72913810744,-56515.31737222823,-505968.1699508447
990,-33814.61272688054,-56734.867762923,-511736.6475681729
991,-33911.28859292114,-56944.86402488802,-517600.90494934644
992,-32130.97914713653,-55798.89676716778,-477000.86164022575
993,-32446.43191726283,-55967.96410960533,-482731.5037749721
994,-32782.22435624665,-56126.70875373689,-488432.95717315853
995,-33088.8252969555,-56309.16292632879,-494144.56210227724
996,-33368.79190707307,-56506.863726452924,-499862.51656914357
997,-33668.27162691711,-56705.558532583374,-505554.0842490695
998,-33897.80466615972,-56923.33170472336,-511280.6796540559
999,-34118.836919569745,-57143.258430423324,-516999.4749015876
1000,-34334.14046485877,-57366.8101609224,-522708.6526389157
1001,-34526.41000239327,-57593.12950964957,-528419.7829833056
1002,-34678.56331108968,-57815.93254956711,-534144.7636336557
1003,-34768.39175750899,-58022.32241018729,-539900.4731138572
1004,-34882.151687604106,-58233.74234307769,-545626.8899018042
1005,-35008.71279181854,-58453.42860684519,-551330.1829738333
1006,-35075.488693594845,-58648.60458808603,-557065.6074459298
1007,-35130.82421527193,-58837.49744951392,-562798.0135150813
1008,-35170.31973169029,-59016.86113174361,-568531.640334458
1009,-35221.27125888051,-59206.7401230581,-574241.6790232195
1010,-35207.39029706043,-59345.58784642993,-580001.8220095692
1011,-35206.83057266421,-59493.83529546537,-585738.958910579
1012,-35189.28528089963,-59624.41857396717,-591484.7981074909
1013,-35138.61382168074,-59712.71809724699,-597265.6444480141
1014,-33335.42918764999,-59802.43390683713,-4289921.860228909
1015,-33335.429185339955,-59802.43390641615,-4295642.240136579
1016,-33335.429182880456,-59802.433905582795,-4301353.47406722
1017,-33335.42918041477,-59802.43390447417,-4307060.187250333
1018,-33335.42917840412,-59802.43390407523,-4312799.530447513
1019,-33335.42917622521,-59802.433903166384,-4318525.3483637655
1020,-33335.42917410326,-59802.43390221453,-4324255.324085906
1021,-33335.42917203121,-59802.4339012441,-4329990.659328421
1022,-33335.42916988341,-59802.433899227515,-4335686.286335608
1023,-33335.429167922724,-59802.4338968654,-4341368.121423961
1024,-33335.42916610733,-59802.433895921284,-4347120.102979335
1025,-33335.429164536064,-59802.43389337396,-4352795.523989742
1026,-33335.429162995235,-59802.433891739965,-4358519.986252773
1027,-33335.42916175002,-59802.43388957753,-4364215.403482017
1028,-33335.42916056587,-59802.433887710744,-4369928.803969037
1029,-33335.429159660926,-59802.433885652346,-4375627.84689001
1030,-33335.42915862139,-59802.43388400808,-4381358.56720982
1031,-33335.42915808247,-59802.43388198531,-4387054.577050943
1032,-33335.4291572112,-59802.4338804123,-4392793.953319692
1033,-33335.429156320875,-59802.43387887734,-4398543.889410229
1034,-33335.42915548218,-59802.433877313364,-4404298.222843074
1035,-33335.42915567234,-59802.43387542006,-4409985.077045812
1036,-33335.42915547105,-59802.43387378646,-4415712.384340765
1037,-33335.42915556029,-59802.43387218338,-4421428.834232777
1038,-33335.42915537755,-59802.43387066922,-4427174.39544203
1039,-33335.42915626263,-59802.433869241686,-4432853.545961909
1040,-33335.42915654651,-59802.43386788953,-4438584.389354306
1041,-33335.42915721488,-59802.4338666689,-4444296.195294346
1042,-33335.42915800424,-59802.43386557007,-4450007.007093254
1043,-33335.42915803555,-59802.433864270926,-4455783.790442692
1044,-33335.4291581354,-59802.43386295679,-4461567.059174821
1045,-33335.4291594808,-59802.433862249054,-4467259.434562014
1046,-23572.80423727093,-61676.29841861198,-333223.5340464419
1047,-23477.28207274031,-60778.887042863804,-338935.26361627266
1048,-23483.58351425465,-59946.11465877717,-344657.0933390661
1049,-23535.035082419578,-59147.60289077993,-350368.53732273314
1050,-23641.52904565879,-58391.43052553856,-356074.16198021825
1051,-23864.446269835134,-57740.738123345225,-361806.03615719086
1052,-24114.240941147047,-57123.243033084706,-367524.9146725369
1053,-24412.497606636498,-56562.72197750797,-373243.1557840745
1054,-24774.14002433262,-56087.37832531319,-378974.58252333786
1055,-25177.30675607187,-55681.82001144995,-384711.7202656569
1056,-25607.647802143256,-55333.28413556711,-390448.9216173149
1057,-26051.06507996111,-55020.097925392154,-396176.0539389952
1058,-26527.52552301077,-54793.51493251143,-401920.06648058235
1059,-27018.722988405603,-54631.872618633555,-407671.89239471033
1060,-27519.162783087435,-54542.89281014767,-413438.1578260204
1061,-28010.57491677277,-54462.15503730903,-419185.1756462157
1062,-28499.235344737623,-54405.26077984591,-424921.5592096743
1063,-28982.493522438162,-54464.41201955148,-430706.9308648429
1064,-29457.759175625368,-54475.97203567132,-436440.2752033217
1065,-29917.458714928885,-54557.645293452806,-442199.78002771805
1066,-30364.608361726074,-54656.801817784515,-447952.01247370435
1067,-30796.221889190965,-54780.246263549096,-453703.5962021983
1068,-31235.738042782934,-54886.290960364444,-459416.04168441135
1069,-31637.6692544046,-55052.14239153165,-465163.4843070311
1070,-32043.533366915086,-55212.79254849596,-470881.7936253298
1071,-32429.929243754632,-55397.168572498376,-476603.2204329908
1072,-32785.25654862153,-55607.26117894809,-482337.95098776894
1073,-33132.88966324418,-55823.86506086687,-488058.7548075991
1074,-33479.58819280414,-56047.01189530981,-493759.70789411495
1075,-33762.817405523085,-56294.981945518,-499501.92247803125
1076,-34024.587219870664,-56546.86839376345,-505242.280934488
1077,-35286.6647820666,-57347.35263807697,-522191.6023367122
1078,-35467.300353837214,-57649.41486407391,-527917.6193406989
1079,-35328.754601348584,-57854.25230805016,-533944.1445339044
1080,-35519.435572651884,-58146.56380764707,-539614.0441473891
1081,-35887.55900457961,-58534.16145992517,-545058.5182728611
1082,-35963.8344959126,-58807.026420538896,-550786.8489998662
1083,-36033.39339275665,-59078.61572476246,-556495.6195084701
1084,-36060.84949473108,-59326.01283578006,-562228.3604483352
1085,-36064.45523111029,-59556.67837557667,-567966.4182057327
1086,-36048.48321206262,-59771.47328614099,-573706.7015383424
1087,-36014.18829485521,-59969.350123050295,-579450.0625657687
1088,-35965.05299992566,-60151.72244117028,-585193.7582471551
1089,-35897.792016382904,-60312.36731930028,-590947.3295049316
1090,-35825.216786297315,-60465.49239943908,-596688.872571611
1091,-35754.681535247015,-60624.91799275766,-602397.3235736903
1092,-35661.1171081285,-60749.63308785304,-608136.1131609761
1093,-35557.03799812924,-60854.45574445793,-613883.1022355712
1094,-35453.20675841537,-60963.41586101699,-619600.1998833738
1095,-35337.075938874186,-61042.27588867405,-625343.1891960171
1096,-35216.5730286197,-61106.82634853592,-631087.8991090953
1097,-35092.67022484634,-61154.22865147325,-636840.8627406107
1098,-34967.80219715978,-61199.743390451156,-642575.0844888729
1099,-34841.46946783846,-61226.67970003019,-648322.9056007038
1100,-34712.05830886235,-61261.906344530515,-654029.3497909663
1101,-34584.51026102532,-61269.59409865799,-659771.5063100373
1102,-34446.33493259251,-61297.813911887664,-665435.6754080756
1103,-34327.37297143249,-61269.875294358244,-671219.6245943597
1104,-34196.37740254935,-61262.08585588292,-676922.9878899584
1105,-34074.81831323758,-61234.81440698525,-682660.0280711672
1106,-33955.59890290962,-61201.7651473675,-688391.9558698415
1107,-33842.00226345274,-61160.88092395241,-694129.6701311511
1108,-33745.53689231379,-61107.528466474185,-699908.7631883475
1109,-33634.172889669404,-61061.02947437657,-705621.3948711308
1110,-35636.30379909945,-60580.182148217806,-602198.905791741
1111,-35534.63524968378,-60681.34306456713,-607943.3829748151
1112,-35419.60284260924,-60752.00334822392,-613705.787416557
1113,-35311.43366905625,-60826.83229719827,-619449.4726369553
1114,-35200.88821149431,-60889.83617863329,-625192.4356213931
1115,-35077.946866268074,-60903.22735626141,-630979.7217537101
1116,-34968.77141039759,-60947.65856264322,-636719.379782836
1117,-34857.94553466269,-60972.87208157127,-642470.4572631827
1118,-34748.954269810325,-60992.19810132493,-648217.8988364462
1119,-34641.92443830334,-61001.113158264845,-653968.6381702938
1120,-34533.795857462086,-61027.688193793976,-659681.9063657444
1121,-34431.1684629971,-61018.94350327783,-665436.8839136509
1122,-34326.06537237955,-61022.26832230416,-671161.1050298029
1123,-34229.04304458052,-61004.65834562286,-676911.4900882926
1124,-34122.60013008526,-61003.113041172495,-682617.3575353782
1125,-34014.77765932208,-60995.752989676104,-688316.9527570774
1126,-33917.89089053186,-60970.67766109227,-694042.850643819
1127,-33808.15226458888,-60952.45917950485,-699728.8892622066
1128,-33726.85528885834,-60910.10690161462,-705477.1762425781
1129,-33620.67310184812,-60879.20543213759,-711159.1541226879
1130,-33528.344071321444,-60837.00727845383,-716864.8214435867
1131,-33445.451812922794,-60788.879285382805,-722581.6861035902
1132,-33366.22467848824,-60737.70872415468,-728296.5549844656
1133,-33300.556981786416,-60683.50210334346,-734029.3807687302
1134,-33230.939355070295,-60627.99789134819,-739743.9083626453
1135,-33156.550516942705,-60569.32755295855,-745438.0900348088
1136,-33105.00099187174,-60511.58083286845,-751168.9123126274
1137,-33049.00254085334,-60451.376590983935,-756879.5858937502
1138,-32997.63249389875,-60390.259288652975,-762588.7282558084
1139,-32941.96250746807,-60324.57520641049,-768275.602108209
1140,-32915.304783532396,-60269.791185698174,-774017.332809252
1141,-32879.64867070353,-60209.195058418845,-779726.1564409849
1142,-32859.10311157118,-60156.23390181775,-785461.4430274125
1143,-32832.60968606541,-60097.72343397672,-791168.7020093703
1144,-32808.16934796035,-60038.05920167986,-796866.8276672143
1145,-32797.53350122899,-59988.245599535956,-802593.2448924024
1146,-32791.42306187317,-59941.67165862625,-808322.7700128602
1147,-32784.82759517301,-59892.85326520654,-814036.9340245163
1148,-32787.07802531172,-59853.42120305806,-819773.8481238317
1149,-32788.674632528964,-59811.60039959145,-825494.6353391047
1150,-32787.19755710096,-59760.942726855355,-831177.6860227912
1151,-32797.41580444939,-59728.248201030634,-836910.9142801628
1152,-32809.13905564117,-59697.00197456553,-842640.2443736024
1153,-32823.34611914805,-59670.25006677593,-848376.2941693075
