,X_CCF,Y_CCF,Z_CCF
475,-30505.359952841536,-54503.018183861655,-447968.4249963188
476,-30952.929580206393,-54652.4749332449,-453706.110121748
477,-31385.659525034578,-54813.9257261365,-459437.26659984473
478,-31768.562121858253,-55039.7566232202,-465200.2800661709
479,-32428.515680893244,-54926.12496762532,-470674.85229122924
480,-33334.98637191796,-59804.370646284544,-2008461.6561731908
481,-33334.7974814329,-59804.22460650992,-2014153.79647022
482,-33334.68633097837,-59804.05574899961,-2019868.8458728867
483,-33334.523479223404,-59803.899863439845,-2025560.3922944316
484,-33334.48175197151,-59803.734843495564,-2031288.9933728485
485,-33334.36266906994,-59803.578082783475,-2036985.783884591
486,-33334.345927175455,-59803.432258798464,-2042713.3896279668
487,-33334.23465484178,-59803.27699914478,-2048403.3198980188
488,-33334.24234736165,-59803.15020424919,-2054131.173004086
489,-33334.191232471465,-59803.01195569294,-2059833.7258277514
490,-33334.19001546905,-59802.89495226763,-2065550.983665611
491,-33334.129433918846,-59802.75225096381,-2071240.8132539722
492,-33334.09227842343,-59802.617581280196,-2076934.7003047874
493,-33334.10514446777,-59802.51282491679,-2082645.4399199921
494,-33334.188917983935,-59802.46542254874,-2088386.7032046497
495,-33334.1902543697,-59802.3609524248,-2094086.3729770281
496,-33334.150673229524,-59802.21380710876,-2099757.803744634
497,-33334.2124792388,-59802.16346195032,-2105481.1789858635
498,-33334.239712704075,-59802.07844755197,-2111180.506775653
499,-33334.30896630106,-59802.04943850889,-2116906.63945012
500,-33334.31876799988,-59801.935471170065,-2122581.825249697
501,-33334.38487564764,-59801.9084050867,-2128300.9086211743
502,-33334.44208204176,-59801.87040788498,-2134010.1166904215
503,-33334.48335428931,-59801.79217820727,-2139692.1928888955
504,-33334.55203332647,-59801.78391810047,-2145410.6335982685
505,-33334.60876170777,-59801.73560748586,-2151101.176054664
506,-33334.67617070346,-59801.73587839439,-2156817.799552384
507,-33334.741355614264,-59801.74705768405,-2162538.9424630036
508,-33334.80365501405,-59801.73656234171,-2168242.356532877
509,-33334.86245618588,-59801.758651123186,-2173966.643753293
510,-33334.914809987116,-59801.7884202412,-2179696.2625992876
511,-33334.972469932356,-59801.78657241106,-2185397.712490545
512,-33335.02460109314,-59801.80037903404,-2191109.99345219
513,-33335.09790997894,-59801.779249435815,-2196781.414206172
514,-33335.14627131357,-59801.80368339882,-2202496.6316839466
515,-33335.187319071236,-59801.83292668934,-2208217.3318730686
516,-33335.22277000955,-59801.86296811774,-2213940.175712264
517,-33335.27849356756,-59801.87724065632,-2219633.970663349
518,-33335.29644715289,-59801.912753911434,-2225369.686158051
519,-33335.35746861009,-59801.92807961801,-2231053.0066331457
520,-33335.3993946033,-59801.95319218252,-2236755.6452004462
521,-33335.436941171,-59801.98027073035,-2242460.395203977
522,-33335.44973328554,-59802.00934182931,-2248188.5322453086
523,-33335.494249038355,-59802.03690918456,-2253880.552409455
524,-33335.51196070058,-59802.0641048271,-2259598.2171952827
525,-33335.54145559544,-59802.09268336807,-2265300.8330036
526,-33335.582503938516,-59802.12570482974,-2270987.933153279
527,-33335.60749048264,-59802.156408520685,-2276689.402851874
528,-33335.59882518396,-59802.173995541314,-2282427.1185810994
529,-33335.637372634876,-59802.211952081954,-2288106.906856102
530,-33335.64992992088,-59802.23892316827,-2293814.609087325
531,-33335.65540365451,-59802.26166708179,-2299529.1211138885
532,-33333.95628703195,-59800.991568272424,-2307710.6006558086
533,-33335.664930215484,-59802.30519034049,-2310954.348707529
534,-33335.68815270794,-59802.34472076407,-2316632.552420756
535,-33335.695282660985,-59802.37175919102,-2322331.9176828084
536,-33335.69690355987,-59802.394004006426,-2328037.6279105623
537,-33335.69374250281,-59802.410694234146,-2333750.58336206
538,-33334.772214441364,-59800.985478577,-2341878.630005453
539,-33335.68531874777,-59802.44041913673,-2345176.397782779
540,-33335.68651765739,-59802.46694271723,-2350866.3673728886
541,-33335.68102936695,-59802.48193864047,-2356573.6961012776
542,-33335.67658139424,-59802.50203396126,-2362269.5972931776
543,-33335.66223342504,-59802.485597267965,-2368030.676054407
544,-33335.659133517016,-59802.51735049502,-2373700.0757849584
545,-33335.65110536074,-59802.53328096896,-2379395.8973926743
546,-33335.641890279716,-59802.534698339485,-2385119.4240868012
547,-33335.6325646911,-59802.54387315115,-2390824.6329862964
548,-33335.623796078624,-59802.54687287749,-2396542.309827626
549,-33335.610730289125,-59802.5634067019,-2402222.534287906
550,-33335.604439333445,-59802.558276584736,-2407958.8343667034
551,-33335.59583292123,-59802.56043513274,-2413674.488290479
552,-33335.57936866139,-59802.572668474946,-2419351.8257752396
553,-33335.5731068229,-59802.570176544716,-2425079.176018886
554,-33335.557348832306,-59802.57647723292,-2430766.0926727215
555,-33335.54712376151,-59802.576739062555,-2436476.0414703703
556,-33335.530605217195,-59802.57959240873,-2442163.3568453672
557,-33335.522298940785,-59802.57744476131,-2447879.5322678383
558,-33335.50786230589,-59802.57685162665,-2453574.3853406417
559,-33335.504007585194,-59802.5733922063,-2459303.187279466
560,-33335.48829643029,-59802.57133551104,-2464992.739639698
561,-33335.479841826884,-59802.56803179816,-2470704.75406288
562,-33335.46544667528,-59802.56384879669,-2476396.6882355525
563,-33335.46403380201,-59802.560899623466,-2482129.5071813455
564,-33335.45390849674,-59802.55640694405,-2487833.112289923
565,-33335.439769703284,-59802.54992374608,-2493521.6088709338
566,-33335.44278235433,-59802.54928170189,-2499268.2435579593
567,-33335.431042815464,-59802.54265375428,-2504962.247616997
568,-33335.420352609275,-59802.535574143614,-2510657.6088216063
569,-33335.418987728895,-59802.53361652788,-2516388.1441341643
570,-33335.40841197413,-59802.52534987539,-2522079.792418056
571,-33335.870749748094,-59802.91208948027,-2529977.7608735636
572,-33335.395719988635,-59802.51300663505,-2533492.155914575
573,-33335.39549375673,-59802.512420323306,-2539228.4148299047
574,-33335.388393346984,-59802.5044685374,-2544926.0829074928
575,-33335.38165334242,-59802.49586721717,-2550620.997416611
576,-33335.376970283236,-59802.48905673337,-2556325.224825957
577,-33335.37066171995,-59802.478442826716,-2562009.8518550564
578,-33335.371408505394,-59802.48007662839,-2567757.310418827
579,-33335.367588602225,-59802.472514782,-2573457.1553858435
580,-33335.36390394836,-59802.46341512339,-2579147.83857977
581,-33335.36222996177,-59802.45896641707,-2584863.07054753
582,-33335.361011020635,-59802.45640136613,-2590589.2564614606
583,-33335.35909963121,-59802.44671720546,-2596272.459839468
584,-33335.35823214987,-59802.44140768505,-2601980.468541436
585,-33335.35754070126,-59802.438005600925,-2607700.529201192
586,-33335.35741147599,-59802.432067970716,-2613402.0466379947
587,-33335.35759172961,-59802.42706327175,-2619108.431595396
588,-33335.35659955361,-59802.42579356561,-2624845.682593367
589,-33335.35731190389,-59802.42077090065,-2630550.195446258
590,-33335.35982556552,-59802.41418464891,-2636234.1134979497
591,-33335.36200100402,-59802.40946075906,-2641931.552348808
592,-33335.360462592485,-59802.408676662344,-2647679.052421884
593,-33335.186164182094,-59802.5205501241,-2655381.267653569
594,-33335.367123008655,-59802.400151219575,-2659064.0887764106
595,-33335.36847923484,-59802.397767578055,-2664782.9047082053
596,-33335.37418762184,-59802.39432790321,-2670459.519138642
597,-33335.37307137374,-59802.392972694004,-2676206.541941059
598,-33335.377853961545,-59802.39074768098,-2681896.7700438392
599,-33335.38184118536,-59802.3891226199,-2687596.464669117
600,-33335.381138688565,-59802.38746150182,-2693343.224797228
601,-33335.18860396497,-59802.35186735179,-2700989.907064416
602,-33335.39282827932,-59802.386355127004,-2704711.503816228
603,-33335.396448753636,-59802.38600942327,-2710418.3497389304
604,-33335.39951870547,-59802.38570409491,-2716131.4888073197
605,-33335.22733879682,-59802.30156838993,-2723796.067432974
606,-33335.2409847584,-59802.29367907645,-2729480.421682097
607,-33335.40885415504,-59802.385860043636,-2733273.410620918
608,-33335.41309525223,-59802.38706202599,-2738973.709228858
609,-33335.4138294107,-59802.38575774445,-2744721.54598733
610,-33335.2953749785,-59802.27404686114,-2752283.9962792476
611,-33335.42062063716,-59802.38766033916,-2756147.369215074
612,-33335.42459450571,-59802.38963532111,-2761848.9846313875
613,-33335.427011659085,-59802.38999860139,-2767578.8129789666
614,-33335.43069211782,-59802.39223137347,-2773282.376848856
615,-33335.43448872608,-59802.39515819996,-2778977.7780831503
616,-33335.43749023727,-59802.39721289209,-2784689.0111793987
617,-33335.44032651412,-59802.39931280479,-2790401.7190522165
618,-33335.44271752846,-59802.400582213086,-2796130.232892495
619,-33335.445371114496,-59802.4029261759,-2801843.4312639614
620,-33335.447664461986,-59802.40414922567,-2807578.4347143853
621,-33335.450297631,-59802.4086932439,-2813255.477421521
622,-33335.45240699072,-59802.41005636945,-2818992.596172141
623,-33335.45441033402,-59802.41323374519,-2824696.0886488524
624,-33335.45667608204,-59802.41357895852,-2830462.697227054
625,-33335.4581282662,-59802.417776546325,-2836145.3903943817
626,-33335.46014295262,-59802.4194086496,-2841890.901231491
627,-33335.462049211805,-59802.42146004379,-2847630.8807977913
628,-33335.4625770287,-59802.42550827277,-2853311.341885935
629,-33335.46328179032,-59802.4286471674,-2859015.5076548057
630,-33335.463760026934,-59802.43163516299,-2864721.1818286628
631,-33335.46537988355,-59802.433550356145,-2870475.317841323
632,-33335.46477758236,-59802.436809463616,-2876159.0780713945
633,-33335.46482273792,-59802.439386753445,-2881872.8729086
634,-33335.4648741184,-59802.441797117914,-2887593.3371226145
635,-33335.46464463464,-59802.44414829606,-2893311.263348486
636,-33335.463134079684,-59802.44648917137,-2898997.0254657124
637,-33335.511622641105,-59802.44854089004,-2906166.504182515
638,-33335.46311022457,-59802.45054959084,-2910474.3705360782
639,-33335.46243979543,-59802.45248491517,-2916201.747196055
640,-33335.46005863533,-59802.45394991431,-2921882.438890907
641,-33335.46002061933,-59802.455856995104,-2927639.7483318574
642,-33335.458790939076,-59802.457384480454,-2933365.749219908
643,-33335.45619070876,-59802.458201177804,-2939051.0386921014
644,-33335.45520914811,-59802.45963557846,-2944794.7173033394
645,-33335.45347380484,-59802.46060815642,-2950517.3158793645
646,-33335.45073748691,-59802.460774543455,-2956204.9916759613
647,-33335.449282964284,-59802.46171190373,-2961945.9880164643
648,-33335.44676882851,-59802.46168057514,-2967645.5045155575
649,-33335.44528681032,-59802.46248099616,-2973395.577175088
650,-33335.443322509935,-59802.462760816365,-2979127.8937501814
651,-33335.440511664885,-59802.46187750485,-2984813.3414286035
652,-33335.438188939595,-59802.461361769,-2990524.512751548
653,-33335.43606576632,-59802.4609661542,-2996248.966311729
654,-33335.43377459482,-59802.46009211199,-3001958.043744617
655,-33335.431630671315,-59802.459263372984,-3007676.106958788
656,-33335.4295726203,-59802.45840896259,-3013399.662340889
657,-33335.42748422321,-59802.45715832903,-3019109.6362201404
658,-33335.42553915608,-59802.456034678675,-3024831.9786932245
659,-33335.423598428286,-59802.45418575208,-3030519.868432803
660,-33335.421862028474,-59802.45322595501,-3036262.5388997686
661,-33335.420188264594,-59802.45165788801,-3041974.9992820392
662,-33335.41862761018,-59802.45010763408,-3047692.4544243007
663,-33335.41721678536,-59802.448391300306,-3053401.7877998766
664,-33335.41602611804,-59802.446460191306,-3059095.951225678
665,-33335.41496803339,-59802.44464164286,-3064797.754476977
666,-33335.41385763883,-59802.443152071675,-3070529.670081407
667,-33335.413156994364,-59802.44127697197,-3076223.4090354852
668,-33335.412225448476,-59802.43982717194,-3081963.311974708
669,-33335.411994860166,-59802.43791526878,-3087639.402308604
670,-33335.41162737645,-59802.436303668546,-3093347.5612110305
671,-33335.411066189154,-59802.4348891245,-3099087.822423954
672,-33335.41109329149,-59802.433324395686,-3104783.476802767
673,-33335.411246391726,-59802.43186299879,-3110480.172582075
674,-33335.41121305835,-59802.43053771167,-3116205.2091554273
675,-33335.41147635713,-59802.429262397694,-3121913.856153462
676,-33335.41185338743,-59802.42807773818,-3127622.206556781
677,-33335.412346933605,-59802.42699020827,-3133329.3057896094
678,-33335.412853240974,-59802.42598460711,-3139043.9469215414
679,-33335.41327038404,-59802.42501643179,-3144775.5185210635
680,-33335.41428907557,-59802.42431133667,-3150457.3803628506
681,-33335.41489146021,-59802.42353178789,-3156186.6254693847
682,-33335.41564222458,-59802.422870168884,-3161908.4253371707
683,-33335.40976758281,-59802.418203357534,-3168377.1162597644
684,-33335.41767589781,-59802.42206201652,-3173311.2832842474
685,-33335.41883561104,-59802.42189482246,-3179000.4198126774
686,-33335.41966976716,-59802.42154346622,-3184734.529688201
687,-33335.42082652982,-59802.4215489495,-3190427.807368541
688,-33335.42196323709,-59802.4216378423,-3196122.892727107
689,-33335.423063944225,-59802.421788926855,-3201821.773066711
690,-33335.42413446026,-59802.42200409153,-3207523.142755816
691,-33335.42519758643,-59802.42231835292,-3213221.073955475
692,-33335.42620197985,-59802.42265143855,-3218926.188519361
693,-33335.427046661476,-59802.42275415296,-3224674.5873778895
694,-33335.4280798297,-59802.42340091829,-3230351.548198403
695,-33335.42900555664,-59802.4239701872,-3236047.0334122605
696,-33335.42983648211,-59802.42438657842,-3241773.848030356
697,-33335.43064714897,-59802.42489237577,-3247494.0843226695
698,-33335.43141873776,-59802.42536849253,-3253227.134657927
699,-33335.43215194452,-59802.42606609245,-3258926.925407259
700,-33335.43281698607,-59802.426810745244,-3264620.8949060026
701,-33335.433522144696,-59802.42713966487,-3270407.164226896
702,-33335.43410699557,-59802.42786538971,-3276115.9863710743
703,-33335.43458643915,-59802.42868353308,-3281802.712723891
704,-33335.43509512143,-59802.429325498626,-3287536.31928205
705,-33335.43558271027,-59802.42995186541,-3293280.453786006
706,-33335.43614559347,-59802.430484982346,-3299067.261464515
707,-33335.436502430464,-59802.431197270475,-3304796.0658615353
708,-33335.43679217664,-59802.43191235699,-3310522.094020996
709,-33335.43689539871,-59802.43267418999,-3316210.545619144
710,-33335.43712600807,-59802.433331476655,-3321954.9177221544
711,-33335.437149092744,-59802.43401684855,-3327656.5466883145
712,-33335.437349206404,-59802.43463547734,-3333423.3093913887
713,-33335.437383012184,-59802.43525823939,-3339159.1395414416
714,-33335.437486274786,-59802.43586419851,-3344928.9198183413
715,-33335.43729746845,-59802.436430196714,-3350633.3757860227
716,-33335.432478113005,-59802.435971547005,-3355052.953512882
717,-33335.43275659846,-59802.43625384406,-3360888.8454841655
718,-33335.43262675519,-59802.43643834744,-3366615.748985259
719,-33335.432418051525,-59802.4365801224,-3372324.2642557924
720,-33335.43218671997,-59802.43669262447,-3378029.616846163
721,-33335.43188630573,-59802.436744675986,-3383715.0154376253
722,-33335.43170874752,-59802.436851426006,-3389444.523338731
723,-33335.431429065895,-59802.4368723447,-3395140.4689050163
724,-33335.43119762997,-59802.436910624834,-3400856.17050456
725,-33335.430950052956,-59802.43691830819,-3406567.143001451
726,-33335.430683004124,-59802.43688644074,-3412269.543751355
727,-33335.43046120495,-59802.436886596646,-3417994.7034037896
728,-33335.43019620969,-59802.43681430996,-3423696.1338001825
729,-33335.43004390475,-59802.43689414167,-3429471.455532845
730,-33335.42977467152,-59802.436778536605,-3435169.1462607253
731,-33335.42953281702,-59802.43668245376,-3440882.307477857
732,-33335.429287884304,-59802.43654564882,-3446583.6081826882
733,-33335.429062027426,-59802.43641868906,-3452295.194160599
734,-33335.42884276867,-59802.43626525437,-3457999.62076691
735,-33335.428632550815,-59802.43606978479,-3463687.290840282
736,-33335.42844443747,-59802.43591477085,-3469398.9914047676
737,-33335.42827075681,-59802.435702149814,-3475082.132030541
738,-33335.42810585557,-59802.43558433176,-3480822.587934608
739,-33335.42796534426,-59802.435375563204,-3486510.9198573795
740,-33335.42782763378,-59802.435218254635,-3492234.0976928174
741,-33335.427729007824,-59802.43499926709,-3497912.8523126775
742,-33335.42762840326,-59802.434825523254,-3503624.0975626865
743,-33335.42747426813,-59802.43473635006,-3509417.2973906808
744,-33335.427457665006,-59802.43449388627,-3515060.6175927776
745,-33335.42742601298,-59802.434303214526,-3520744.826930705
746,-33335.427392169455,-59802.434135485186,-3526447.9699524217
747,-33335.42735097397,-59802.43398484864,-3532170.9871622454
748,-33335.42732467853,-59802.43383622607,-3537891.7853498184
749,-33335.42735898141,-59802.43368075785,-3543571.5706278617
750,-33335.42735703975,-59802.43354644905,-3549293.2991082603
751,-33335.427350578,-59802.433418414614,-3555028.357446214
752,-33335.42738581651,-59802.433295250965,-3560738.049648355
753,-33335.42745371606,-59802.43318415848,-3566429.3397286427
754,-33335.42746520782,-59802.433072968364,-3572176.4574454734
755,-33335.4275053555,-59802.43297044894,-3577908.0946485433
756,-33335.427547370135,-59802.43287222083,-3583646.8204416367
757,-33335.42762782208,-59802.43279291387,-3589359.142019677
758,-33335.42775224395,-59802.43274282805,-3595035.943287922
759,-33335.427816809555,-59802.432670643,-3600776.1765848957
760,-33335.42789462662,-59802.43260960505,-3606511.01903097
761,-33335.427999328196,-59802.43257230239,-3612223.183861149
762,-33335.42804055924,-59802.43248821822,-3618017.7604066296
763,-33335.42815028,-59802.43246326775,-3623738.6250485424
764,-33335.4282713138,-59802.43245728829,-3629447.530532005
765,-33335.42837814427,-59802.432443470505,-3635180.4986893167
766,-33335.42850369124,-59802.43246064366,-3640884.938547577
767,-33335.4286332113,-59802.432495964116,-3646577.6597019224
768,-33335.42875044804,-59802.43252489534,-3652290.2240537135
769,-33335.4288747767,-59802.43258147936,-3657976.2327763084
770,-33335.428991715875,-59802.43264193357,-3663666.017101883
771,-33335.42909759819,-59802.43269302298,-3669377.3559591346
772,-33335.42919672555,-59802.4327386718,-3675105.4381290204
773,-33335.42929576537,-59802.43280813421,-3680806.4062786354
774,-33335.42938857902,-59802.43288402927,-3686503.4350432553
775,-33335.42947446778,-59802.432955075514,-3692213.8300469937
776,-33335.429556176976,-59802.43301431489,-3697951.5445838636
777,-33335.42962708511,-59802.43311001041,-3703626.764677369
778,-33335.42970055509,-59802.4331683076,-3709379.663876388
779,-33335.42977106108,-59802.43323074961,-3715133.897142319
780,-33335.42985785447,-59802.4332645942,-3720973.3598882547
781,-33335.42995383554,-59802.4332993356,-3726842.3309370307
782,-33335.430012756224,-59802.43338622735,-3732581.2940283837
783,-33335.42917683901,-59802.43418792655,-3735559.775991232
784,-33335.429822100145,-59802.43374479798,-3743220.156794181
785,-33335.42961651847,-59802.43391005889,-3748324.9581953287
786,-33335.429654977226,-59802.43392864744,-3754139.9388572676
787,-33335.42966078644,-59802.433961764626,-3759871.576514439
788,-33335.42966100667,-59802.43399498414,-3765595.817287708
789,-33335.42964271762,-59802.43402799834,-3771280.3459112397
790,-33335.429630773375,-59802.43405725103,-3776988.0184796685
791,-33335.429615315654,-59802.43408389731,-3782693.174469258
792,-33335.429588123974,-59802.43410605434,-3788374.003690849
793,-33335.429588014136,-59802.43413169107,-3794130.453918893
794,-33335.42956282159,-59802.43414965082,-3799826.728555168
795,-33335.42953152448,-59802.43416243103,-3805509.920665778
796,-33335.429503334504,-59802.43417342165,-3811204.3554554847
797,-33335.42949176024,-59802.43419125303,-3816951.8591488595
798,-33335.42946463016,-59802.43419916536,-3822656.7323031537
799,-33335.42943201106,-59802.43420086528,-3828345.077664894
800,-33335.42941427671,-59802.43421193388,-3834087.5543857
801,-33335.42939097687,-59802.43421768429,-3839814.91386771
802,-33335.42936127517,-59802.43421563643,-3845518.668852645
803,-33335.42933746276,-59802.434218045,-3851249.882140264
804,-33335.42930329316,-59802.43420557854,-3856929.4022715623
805,-33335.42927532242,-59802.434197979346,-3862636.80493951
806,-33335.42924831097,-59802.43418915191,-3868346.745671129
807,-33335.429219848986,-59802.43417425159,-3874038.837169444
808,-33335.42919411764,-59802.43416080414,-3879742.903385646
809,-33335.429170425596,-59802.43414867052,-3885458.367442502
810,-33335.42914780956,-59802.43413620855,-3891178.335221516
811,-33335.42912512614,-59802.43411721126,-3896873.9518806404
812,-33335.42910447122,-59802.4341001731,-3902582.41517513
813,-33335.42908522928,-59802.434082309606,-3908290.5802052636
814,-33335.42906770363,-59802.43406170326,-3913987.0160205606
815,-33335.42905125727,-59802.43404502945,-3919707.534056391
816,-33335.429037072136,-59802.434024432885,-3925406.96033148
817,-33335.42902607189,-59802.43400090319,-3931085.3400670537
818,-33335.42901325954,-59802.43398534885,-3936819.096175767
819,-33335.42900331777,-59802.43396674836,-3942531.5700067175
820,-33335.42899578427,-59802.43394735617,-3948234.979852074
821,-33335.42898472264,-59802.43393282664,-3953988.3293686556
822,-33335.42898210524,-59802.43391257431,-3959674.367293215
823,-33335.428977135714,-59802.43389565924,-3965396.180820215
824,-33335.42897235668,-59802.43387952004,-3971127.7875679177
825,-33335.42897183399,-59802.433862763835,-3976836.0374298794
826,-33335.42897444918,-59802.433846589396,-3982531.097430652
827,-33335.428974690345,-59802.43383193854,-3988255.2637692806
828,-33335.42897697754,-59802.43381792767,-3993973.462206658
829,-33335.42897808679,-59802.43380452579,-3999710.2008455037
830,-33335.428984211416,-59802.433792319,-4005417.3059582384
831,-33335.42899052382,-59802.43378106683,-4011131.344329498
832,-33335.42900056346,-59802.43377178162,-4016823.110976186
833,-33335.429007774736,-59802.43376251095,-4022545.005385318
834,-33335.429014128655,-59802.4337534087,-4028282.175031558
835,-33335.42902252736,-59802.43374575425,-4034009.379855078
836,-33335.42903029079,-59802.43373819579,-4039750.428847418
837,-33335.429039770956,-59802.433732153404,-4045482.8477145974
838,-33335.429045225676,-59802.43372325564,-4051267.6131840604
839,-33335.42905966689,-59802.43372215341,-4056960.7044503735
840,-33335.42907357525,-59802.43372177624,-4062660.6661586906
841,-33335.42908557366,-59802.43372036194,-4068387.912318242
842,-33335.42910093894,-59802.43372406774,-4074065.2790960767
843,-33335.429113159,-59802.433724927265,-4079790.2075938843
844,-33335.4291278066,-59802.43373082519,-4085465.07594945
845,-33335.42914054981,-59802.43373523327,-4091168.740773533
846,-33335.4291517726,-59802.43373775507,-4096906.3385854596
847,-33335.42916407237,-59802.43374432581,-4102602.248087908
848,-33335.42917543477,-59802.43375036969,-4108313.4074857384
849,-33335.429184933295,-59802.433749210366,-4114133.9484272753
850,-33335.42919613972,-59802.43375900274,-4119811.9506742414
851,-33335.42920630987,-59802.433766918686,-4125522.9757041135
852,-33335.42921590505,-59802.433774198,-4131251.125497905
853,-33335.4292260219,-59802.43377638606,-4137077.5373537936
854,-33335.42923698541,-59802.4337782752,-4142933.412568387
855,-33335.4292460089,-59802.43378746191,-4148667.689182258
856,-33335.429253353635,-59802.433798759535,-4154361.1855712044
857,-33335.42926072942,-59802.43380846267,-4160093.109025098
858,-33335.429266373794,-59802.43381939208,-4165794.0830912623
859,-33335.429272716756,-59802.433828679896,-4171544.2549771713
860,-33335.42925382409,-59802.43385497615,-4176620.269087899
861,-33335.42925689974,-59802.433861777565,-4182359.060064498
862,-33335.42925740231,-59802.43386940772,-4188047.1260037012
863,-33335.42925913783,-59802.433876022245,-4193781.548296593
864,-33335.429258554206,-59802.433882844416,-4199474.11081045
865,-33335.42925803773,-59802.43388912031,-4205182.211856659
866,-33335.42925651564,-59802.433895007096,-4210879.536549955
867,-33335.42925505152,-59802.433900451084,-4216590.09422176
868,-33335.42925362902,-59802.433905564234,-4222312.870410212
869,-33335.42925085366,-59802.433910110114,-4228014.060840278
870,-33335.42924766636,-59802.4339141496,-4233714.626426423
871,-33335.4292442761,-59802.43391773825,-4239418.703777579
872,-33335.42923947809,-59802.433920329255,-4245093.575673621
873,-33335.429237030636,-59802.433923685865,-4250838.278980808
874,-33335.429234235,-59802.43392673106,-4256583.513141165
875,-33335.429230932,-59802.43392931537,-4262323.681242894
876,-33335.42922654309,-59802.43393089035,-4268037.646811436
877,-33335.429221083796,-59802.43393119252,-4273718.611278712
878,-33335.42921994498,-59802.43393536567,-4279567.216975585
879,-33335.42921956391,-59802.43394095302,-4285479.155665051
880,-63744.51605645263,-49494.66214604522,-104990.077445187
881,-64487.596087328,-52598.28129088576,-110694.67115400243
882,-64970.56974281439,-55580.1948038774,-116397.86728165348
883,-65186.82688061957,-58417.19858018294,-122101.85267885924
884,-65115.69349128069,-61071.13473464033,-127811.3592715216
885,-64841.24589325428,-63575.00010831197,-133517.52091458451
886,-64328.595886455834,-65882.69416913249,-139227.4160691455
887,-63649.97425195687,-68035.57331441813,-144932.56351086375
888,-62762.00290334775,-69972.02431465904,-150642.72989925102
889,-61674.85335875153,-71668.26525414689,-156361.02855452226
890,-60494.1419534789,-73230.10374483578,-162069.95985367868
891,-59158.247682575304,-74554.14427801443,-167786.5242284596
892,-57717.51753625003,-75682.80663690281,-173504.21467845805
893,-56189.688522370765,-76618.35586502364,-179223.3315072444
894,-54595.15187647365,-77371.61123374243,-184942.96912847474
895,-52956.5348015712,-77971.01638915838,-190659.21447707183
896,-51263.09268549459,-78318.64816796867,-196390.9604106142
897,-49566.445542267844,-78560.08383617703,-202113.7712964077
898,-47864.61940367643,-78622.19353226578,-207842.9057465657
899,-46176.07228254418,-78554.78189473692,-213570.76974942902
900,-44512.346926609156,-78353.06382165338,-219300.45160504736
901,-42878.40431455875,-78056.40427986396,-225025.09317737626
902,-41287.66900474851,-77644.59505397173,-230751.55229340107
903,-39751.02252456387,-77128.40865429839,-236480.17321200212
904,-38257.93242995351,-76550.08066939094,-242201.07169315257
905,-36808.86468584027,-75911.59168240587,-247914.27176705207
906,-35453.66437638087,-75169.14520119742,-253639.41056293927
907,-34129.082332711645,-74401.20142432323,-259348.0949092661
908,-32878.51755630936,-73573.13314391836,-265056.99170386017
909,-31708.909450771695,-72693.76636104201,-270766.8350183174
910,-30626.8769432454,-71772.57209094861,-276478.4438179666
911,-29593.81484117468,-70829.20574558596,-282178.5355385785
912,-28661.979524970273,-69855.9248010648,-287883.3247351836
913,-27831.706476213287,-68865.59579326781,-293592.16702210373
914,-27121.187242668973,-67870.69621765245,-299310.42474678234
915,-26502.2307841446,-66882.22858547702,-305029.50650092476
916,-25937.192864705983,-65899.63646522803,-310737.861534011
917,-25480.775108019585,-64937.73713575907,-316453.18803880835
918,-25096.171328064345,-63994.69903116653,-322164.3436980504
919,-24790.649920848617,-63077.28140433361,-327874.3088802293
920,-64193.30302284118,-52392.347675653706,-111021.148344361
921,-64699.356716088965,-55363.69341318039,-116724.00283680797
922,-64668.220916799604,-58015.01900831107,-122464.02753657162
923,-64886.205225815575,-60834.72019405417,-128138.1350663607
924,-64626.373918483805,-63326.13280888866,-133845.74507014145
925,-64168.888912944094,-65658.54068644602,-139550.90529324193
926,-63479.89095813515,-67777.64042264316,-145261.97881970476
927,-62618.084027206205,-69715.51610518117,-150972.3560888239
928,-61594.670784637405,-71463.30426180195,-156683.0694538547
929,-60389.89625923225,-72962.32517691914,-162403.68455785126
930,-59089.756738375436,-74307.6225740279,-168118.45526626278
931,-57557.84448715498,-75202.50104584917,-173878.1440980235
932,-56186.87234526387,-76427.15371265628,-179550.45455623599
933,-54596.10051444477,-77137.55520288147,-185280.58110824667
934,-52977.9987146308,-77736.52051079027,-191000.25772951337
935,-51319.85511574923,-78149.66773419362,-196723.9740784469
936,-49639.85230696604,-78368.33662294001,-202455.58054699193
937,-47960.60481238712,-78463.90625571174,-208182.94968131086
938,-46289.571524278486,-78432.89096452387,-213908.16494027752
939,-44647.31699452758,-78225.1425188833,-219645.3122872927
940,-43028.626953398685,-77950.32226513878,-225370.85509229678
941,-41450.88615785851,-77561.48018545087,-231098.06354055693
942,-39899.35826098299,-77112.5006491719,-236813.33272288405
943,-38410.79200705285,-76549.59155625812,-242535.25760900852
944,-36976.98008191723,-75910.94162884713,-248254.9698447782
945,-35589.47601915173,-75215.15545377502,-253967.20525324534
946,-34262.39307031533,-74456.22406654574,-259676.6015226267
947,-33011.274190738804,-73635.18133280992,-265387.19140968187
948,-31807.260590316546,-72775.57838951184,-271087.4681931585
949,-30707.20291764922,-71862.27789442727,-276795.7715066391
950,-29672.67986098182,-70919.03629900343,-282498.01620719687
